filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
SBCurated/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,osiris,solidity,2023/02/27,20241114_0422,1731567337.0338829,111.45648217201233,0,"{Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
SBCurated/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,osiris,solidity,2023/02/27,20241114_0422,1731570243.991987,8.083893060684204,0,"{Callstack_bug,Concurrency_bug,Overflow_bugs,Reentrancy_bug}",{},{},{}
SBCurated/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,osiris,solidity,2023/02/27,20241114_0422,1731569786.038045,1.0886471271514893,0,{},{},{},{}
SBCurated/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,osiris,solidity,2023/02/27,20241114_0422,1731561121.427338,192.69756317138672,0,"{Concurrency_bug,Overflow_bugs,Underflow_bugs}",{incomplete push instruction},{},{}
SBCurated/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,osiris,solidity,2023/02/27,20241114_0422,1731559513.8931909,108.34054112434387,0,"{Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
SBCurated/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,osiris,solidity,2023/02/27,20241114_0422,1731558234.9287229,32.34463310241699,0,{},{},{},{}
SBCurated/0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,osiris,solidity,2023/02/27,20241114_0422,1731558224.400918,3.2716448307037354,0,{Overflow_bugs},{},{},{}
SBCurated/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,osiris,solidity,2023/02/27,20241114_0422,1731558672.837583,3.3088531494140625,0,{Overflow_bugs},{},{},{}
SBCurated/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,osiris,solidity,2023/02/27,20241114_0422,1731559425.733645,18.258522033691406,0,"{Concurrency_bug,Overflow_bugs,Reentrancy_bug}",{},{},{}
SBCurated/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,osiris,solidity,2023/02/27,20241114_0422,1731558633.179997,18.267126083374023,0,"{Concurrency_bug,Reentrancy_bug}",{},{},{}
SBCurated/0x4051334adc52057aca763453820cb0e045076ef3.sol,0x4051334adc52057aca763453820cb0e045076ef3.sol,osiris,solidity,2023/02/27,20241114_0422,1731559047.942624,25.08201789855957,0,{},{},{},{}
SBCurated/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,osiris,solidity,2023/02/27,20241114_0422,1731564671.1082702,109.83204293251038,0,"{Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
SBCurated/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,osiris,solidity,2023/02/27,20241114_0422,1731558902.46945,31.480355978012085,0,{},{},{},{}
SBCurated/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,osiris,solidity,2023/02/27,20241114_0422,1731564935.907426,24.84329080581665,0,{},{},{},{}
SBCurated/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,osiris,solidity,2023/02/27,20241114_0422,1731558295.9078898,114.0391161441803,0,"{Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
SBCurated/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,osiris,solidity,2023/02/27,20241114_0422,1731558233.816076,1.1116209030151367,0,{},{},{},{}
SBCurated/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,osiris,solidity,2023/02/27,20241114_0422,1731558895.8741891,1.415442943572998,0,{},{},{},{}
SBCurated/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,0x561eac93c92360949ab1f1403323e6db345cbf31.sol,osiris,solidity,2023/02/27,20241114_0422,1731569787.1278012,109.94198179244995,0,"{Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
SBCurated/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,osiris,solidity,2023/02/27,20241114_0422,1731569040.78755,18.063297986984253,0,"{Concurrency_bug,Overflow_bugs,Reentrancy_bug}",{},{},{}
SBCurated/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,osiris,solidity,2023/02/27,20241114_0422,1731562548.514557,17.825234174728394,0,"{Concurrency_bug,Overflow_bugs,Reentrancy_bug}",{},{},{}
SBCurated/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,osiris,solidity,2023/02/27,20241114_0422,1731570455.276865,3.2617430686950684,0,"{Overflow_bugs,Reentrancy_bug,Underflow_bugs}",{},{},{}
SBCurated/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,osiris,solidity,2023/02/27,20241114_0422,1731562937.0038872,1734.1027698516846,0,"{Callstack_bug,Concurrency_bug,Division_bugs,Overflow_bugs,Time_dependency_bug,Truncation_bugs,Underflow_bugs}",{},{},{}
