filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
SBCurated/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,slither,solidity,2022/11/14,20241114_0340,1731555656.251316,0.6269538402557373,26,"{external_function,low_level_calls,naming_convention,reentrancy_eth,solc_version}",{},{EXIT_CODE_26},{}
SBCurated/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,slither,solidity,2022/11/14,20241114_0340,1731555658.77507,0.6624062061309814,26,"{arbitrary_send,constable_states,external_function,incorrect_equality,low_level_calls,naming_convention,reentrancy_benign,unused_state}",{},{EXIT_CODE_26},{}
SBCurated/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,slither,solidity,2022/11/14,20241114_0340,1731555699.593463,0.6316571235656738,3,"{external_function,low_level_calls,solc_version}",{},{EXIT_CODE_3},{}
SBCurated/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,slither,solidity,2022/11/14,20241114_0340,1731555612.893437,0.9198200702667236,105,"{arbitrary_send,constable_states,deprecated_standards,external_function,naming_convention,reentrancy_no_eth,shadowing_builtin,solc_version,unused_return,unused_state}",{},{EXIT_CODE_105},{}
SBCurated/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,slither,solidity,2022/11/14,20241114_0340,1731555694.036621,0.6456167697906494,21,"{constable_states,external_function,low_level_calls,naming_convention,reentrancy_eth,solc_version}",{},{EXIT_CODE_21},{}
SBCurated/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,slither,solidity,2022/11/14,20241114_0340,1731555649.4460852,0.6079437732696533,5,"{calls_loop,external_function,low_level_calls,naming_convention}",{},{EXIT_CODE_5},{}
SBCurated/0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,slither,solidity,2022/11/14,20241114_0340,1731555617.7561102,0.6375019550323486,22,"{deprecated_standards,external_function,locked_ether,low_level_calls,naming_convention,shadowing_state,solc_version}",{},{EXIT_CODE_22},{}
SBCurated/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,slither,solidity,2022/11/14,20241114_0340,1731555620.383202,0.6977169513702393,24,"{deprecated_standards,external_function,locked_ether,low_level_calls,naming_convention,shadowing_state,solc_version}",{},{EXIT_CODE_24},{}
SBCurated/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,slither,solidity,2022/11/14,20241114_0340,1731555653.7127879,0.6277251243591309,8,"{external_function,low_level_calls,naming_convention,solc_version}",{},{EXIT_CODE_8},{}
SBCurated/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,slither,solidity,2022/11/14,20241114_0340,1731555695.289771,0.6267049312591553,10,"{arbitrary_send,external_function,low_level_calls,naming_convention,solc_version}",{},{EXIT_CODE_10},{}
SBCurated/0x4051334adc52057aca763453820cb0e045076ef3.sol,0x4051334adc52057aca763453820cb0e045076ef3.sol,slither,solidity,2022/11/14,20241114_0340,1731555645.031896,0.6263408660888672,5,"{calls_loop,external_function,low_level_calls,naming_convention}",{},{EXIT_CODE_5},{}
SBCurated/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,slither,solidity,2022/11/14,20241114_0340,1731555630.1860049,0.6495099067687988,26,"{external_function,low_level_calls,naming_convention,reentrancy_eth,solc_version}",{},{EXIT_CODE_26},{}
SBCurated/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,slither,solidity,2022/11/14,20241114_0340,1731555643.698076,0.6979169845581055,6,"{calls_loop,constable_states,external_function,low_level_calls,naming_convention,solc_version}",{},{EXIT_CODE_6},{}
SBCurated/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,slither,solidity,2022/11/14,20241114_0340,1731555661.280732,0.6316211223602295,5,"{calls_loop,external_function,low_level_calls,naming_convention}",{},{EXIT_CODE_5},{}
SBCurated/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,slither,solidity,2022/11/14,20241114_0340,1731555628.3212318,0.6411871910095215,26,"{external_function,low_level_calls,naming_convention,reentrancy_eth,solc_version}",{},{EXIT_CODE_26},{}
SBCurated/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,slither,solidity,2022/11/14,20241114_0340,1731555674.388872,0.6206090450286865,3,"{external_function,low_level_calls,solc_version}",{},{EXIT_CODE_3},{}
SBCurated/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,slither,solidity,2022/11/14,20241114_0340,1731555650.664751,0.6280820369720459,12,"{arbitrary_send,calls_loop,external_function,low_level_calls,naming_convention,solc_version,unused_return}",{},{EXIT_CODE_12},{}
SBCurated/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,0x561eac93c92360949ab1f1403323e6db345cbf31.sol,slither,solidity,2022/11/14,20241114_0340,1731555673.7427719,0.6444470882415771,28,"{deprecated_standards,external_function,low_level_calls,naming_convention,reentrancy_eth,solc_version}",{},{EXIT_CODE_28},{}
